anime_id	name	genre	type	episodes	rating	members	episodes_num	members_num	rating_num	genre_list	genre_count
1589	Bartender	Drama, Seinen, Slice of Life	TV	11	7.5	44394	11.0	44394	7.5	['Drama', 'Seinen', 'Slice of Life']	3
9340	Cheburashka	Comedy	Movie	1	7.5	545	1.0	545	7.5	['Comedy']	1
7972	Chi&#039;s Sweet Home OVA	Comedy, Kids, Slice of Life	OVA	1	7.5	4852	1.0	4852	7.5	['Comedy', 'Kids', 'Slice of Life']	3
2817	Cinderella Monogatari	Adventure, Fantasy, Kids, Romance	TV	26	7.5	3560	26.0	3560	7.5	['Adventure', 'Fantasy', 'Kids', 'Romance']	4
19163	Date A Live II	Comedy, Harem, Mecha, Romance, School, Sci-Fi	TV	10	7.5	186187	10.0	186187	7.5	['Comedy', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi']	6
1684	Dotto Koni-chan	Comedy	TV	26	7.5	1397	26.0	1397	7.5	['Comedy']	1
9135	Fullmetal Alchemist: The Sacred Star of Milos	Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen	Movie	1	7.5	87944	1.0	87944	7.5	['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']	8
25183	Gangsta.	Action, Drama, Seinen	TV	12	7.5	210752	12.0	210752	7.5	['Action', 'Drama', 'Seinen']	3
23703	Gatchaman Crowds: Embrace	Adventure, Sci-Fi	Special	1	7.5	10757	1.0	10757	7.5	['Adventure', 'Sci-Fi']	2
10870	Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV)	Comedy, Mecha, Sci-Fi	TV	12	7.5	7582	12.0	7582	7.5	['Comedy', 'Mecha', 'Sci-Fi']	3
1825	Hadashi no Gen 2	Drama, Historical, Shounen	Movie	1	7.5	4910	1.0	4910	7.5	['Drama', 'Historical', 'Shounen']	3
31158	Hetalia: The World Twinkle Specials	Comedy, Historical, Parody	Special	3	7.5	2505	3.0	2505	7.5	['Comedy', 'Historical', 'Parody']	3
31665	Hibike! Euphonium: Kakedasu Monaka	Drama, Music, School	Special	1	7.5	17770	1.0	17770	7.5	['Drama', 'Music', 'School']	3
2204	Karakuri Zoushi Ayatsuri Sakon	Horror, Mystery, Thriller	TV	26	7.5	6197	26.0	6197	7.5	['Horror', 'Mystery', 'Thriller']	3
1691	Kaze no Stigma	Action, Fantasy, Magic, Romance, Shounen	TV	24	7.5	205338	24.0	205338	7.5	['Action', 'Fantasy', 'Magic', 'Romance', 'Shounen']	5
31227	Kindaichi Shounen no Jikenbo Returns 2nd Season	Mystery, Shounen	TV	22	7.5	3676	22.0	3676	7.5	['Mystery', 'Shounen']	2
31952	Kono Bijutsubu ni wa Mondai ga Aru!	Comedy, Romance, School	TV	12	7.5	69088	12.0	69088	7.5	['Comedy', 'Romance', 'School']	3
1426	Lupin III: Part III	Action, Adventure, Comedy, Shounen	TV	50	7.5	6883	50.0	6883	7.5	['Action', 'Adventure', 'Comedy', 'Shounen']	4
10624	Mardock Scramble: The Second Combustion	Action, Psychological, Sci-Fi	Movie	1	7.5	23866	1.0	23866	7.5	['Action', 'Psychological', 'Sci-Fi']	3
520	Marmalade Boy Movie	Romance, Shoujo	Movie	1	7.5	5641	1.0	5641	7.5	['Romance', 'Shoujo']	2
3342	Mnemosyne: Mnemosyne no Musume-tachi	Action, Horror, Sci-Fi, Shoujo Ai, Supernatural	TV	6	7.5	96092	6.0	96092	7.5	['Action', 'Horror', 'Sci-Fi', 'Shoujo Ai', 'Supernatural']	5
6325	Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono	Action, Comedy, Martial Arts, Shounen, Super Power	Movie	1	7.5	83515	1.0	83515	7.5	['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']	5
27787	Nisekoi:	Comedy, Harem, Romance, School, Shounen	TV	12	7.5	180686	12.0	180686	7.5	['Comedy', 'Harem', 'Romance', 'School', 'Shounen']	5
3965	Nodame Cantabile Special	Comedy, Josei, Romance, Slice of Life	Special	1	7.5	19570	1.0	19570	7.5	['Comedy', 'Josei', 'Romance', 'Slice of Life']	4
32051	One Piece: Adventure of Nebulandia	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Special	1	7.5	9777	1.0	9777	7.5	['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']	6
1010	Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou	Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural	Movie	1	7.5	9597	1.0	9597	7.5	['Action', 'Adventure', 'Comedy', 'Martial Arts', 'Shounen', 'Supernatural']	6
13429	Sakasama no Patema: Beginning of the Day	Sci-Fi	Special	4	7.5	16933	4.0	16933	7.5	['Sci-Fi']	1
399	Seikai no Senki Special	Action, Military, Romance, Sci-Fi, Space	Special	1	7.5	2216	1.0	2216	7.5	['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']	5
5947	Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume	Comedy	OVA	1	7.5	19219	1.0	19219	7.5	['Comedy']	1
8115	Uchuu Show e Youkoso	Adventure, Fantasy, Space	Movie	1	7.5	11368	1.0	11368	7.5	['Adventure', 'Fantasy', 'Space']	3
2126	Yuu☆Yuu☆Hakusho: Eizou Hakusho II	Action, Adventure, Comedy, Shounen, Supernatural	OVA	4	7.5	6166	4.0	6166	7.5	['Action', 'Adventure', 'Comedy', 'Shounen', 'Supernatural']	5
7870	Baka to Test to Shoukanjuu Specials	Comedy, Magic, School	Special	6	7.49	29923	6.0	29923	7.49	['Comedy', 'Magic', 'School']	3
10396	Ben-To	Action, Comedy, Martial Arts	TV	12	7.49	146570	12.0	146570	7.49	['Action', 'Comedy', 'Martial Arts']	3
16592	Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation	Action, Horror, Mystery, Psychological	TV	13	7.49	298550	13.0	298550	7.49	['Action', 'Horror', 'Mystery', 'Psychological']	4
29067	Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me	Comedy, Seinen, Slice of Life	TV	13	7.49	73285	13.0	73285	7.49	['Comedy', 'Seinen', 'Slice of Life']	3
501	Doraemon	Adventure, Comedy, Fantasy, Kids, Shounen	TV	26	7.49	9366	26.0	9366	7.49	['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']	5
17535	Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa	Fantasy, Magic, Shounen	Special	1	7.49	34230	1.0	34230	7.49	['Fantasy', 'Magic', 'Shounen']	3
9032	Inazuma Eleven: Saikyou Gundan Ogre Shuurai	Shounen, Sports, Super Power	Movie	1	7.49	6392	1.0	6392	7.49	['Shounen', 'Sports', 'Super Power']	3
1878	Kaze no Shoujo Emily	Drama, Historical, Shoujo	TV	26	7.49	2881	26.0	2881	7.49	['Drama', 'Historical', 'Shoujo']	3
9213	Kowarekake no Orgel	Drama, Music, Sci-Fi, Slice of Life	OVA	1	7.49	24876	1.0	24876	7.49	['Drama', 'Music', 'Sci-Fi', 'Slice of Life']	4
16353	Love Lab	Comedy, Romance, School	TV	13	7.49	79493	13.0	79493	7.49	['Comedy', 'Romance', 'School']	3
30829	Love Live! School Idol Project 2nd Season Recap	Music, School, Slice of Life	OVA	1	7.5	3213	1.0	3213	7.5	['Music', 'School', 'Slice of Life']	3
3268	Mai-Otome 0: S.ifr	Sci-Fi	OVA	3	7.49	11171	3.0	11171	7.49	['Sci-Fi']	1
2460	Maison Ikkoku: Kanketsu-hen	Comedy, Drama, Romance	Movie	1	7.49	3109	1.0	3109	7.49	['Comedy', 'Drama', 'Romance']	3
2253	Mazinger Z	Action, Drama, Mecha, Sci-Fi, Shounen	TV	92	7.49	5746	92.0	5746	7.49	['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']	5
1238	One Piece: Mamore! Saigo no Dai Butai	Adventure, Comedy, Fantasy, Shounen	Special	1	7.49	16495	1.0	16495	7.49	['Adventure', 'Comedy', 'Fantasy', 'Shounen']	4
8769	Ore no Imouto ga Konnani Kawaii Wake ga Nai	Comedy, Seinen, Slice of Life	TV	12	7.49	321477	12.0	321477	7.49	['Comedy', 'Seinen', 'Slice of Life']	3
6896	Pandora Hearts Specials	Comedy	Special	9	7.49	32103	9.0	32103	7.49	['Comedy']	1
11835	Qin Shiming Yue Zhi: Zhu Zi Bai Jia	Action, Fantasy, Historical, Martial Arts	TV	34	7.49	369	34.0	369	7.49	['Action', 'Fantasy', 'Historical', 'Martial Arts']	4
16123	Saki Zenkoku-hen	Game, School, Slice of Life	TV	13	7.49	19010	13.0	19010	7.49	['Game', 'School', 'Slice of Life']	3
30187	Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru	Mystery	TV	12	7.49	99665	12.0	99665	7.49	['Mystery']	1
15751	Senyuu.	Action, Comedy, Fantasy, Parody, Shounen	TV	13	7.49	56815	13.0	56815	7.49	['Action', 'Comedy', 'Fantasy', 'Parody', 'Shounen']	5
6572	Shakugan no Shana S	Action, Drama, Fantasy, Romance, School, Supernatural	OVA	4	7.49	53129	4.0	53129	7.49	['Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural']	6
2585	Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots	Drama, Mecha, Military, Sci-Fi	OVA	1	7.49	2049	1.0	2049	7.49	['Drama', 'Mecha', 'Military', 'Sci-Fi']	4
560	Soukyuu no Fafner: Right of Left - Single Program	Action, Drama, Mecha, Military, Sci-Fi	Special	1	7.49	9482	1.0	9482	7.49	['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']	5
23725	Strike Witches: Operation Victory Arrow	Action, Ecchi, Magic, Military, Sci-Fi	OVA	3	7.49	11203	3.0	11203	7.49	['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']	5
21737	Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode	Comedy, Drama, Slice of Life	Special	1	7.49	2770	1.0	2770	7.49	['Comedy', 'Drama', 'Slice of Life']	3
1146	Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!	Comedy, Harem, Romance, Sci-Fi, Shounen	OVA	1	7.49	8812	1.0	8812	7.49	['Comedy', 'Harem', 'Romance', 'Sci-Fi', 'Shounen']	5
10629	Tibet Inu Monogatari	Adventure	Movie	1	7.49	2647	1.0	2647	7.49	['Adventure']	1
2820	Time Travel Tondekeman!	Action, Adventure, Comedy, Kids	TV	39	7.49	957	39.0	957	7.49	['Action', 'Adventure', 'Comedy', 'Kids']	4
113	Uchuu no Stellvia	Action, Romance, Sci-Fi, Space	TV	26	7.49	15471	26.0	15471	7.49	['Action', 'Romance', 'Sci-Fi', 'Space']	4
970	Yokoyama Mitsuteru Sangokushi	Adventure, Historical	TV	47	7.49	2849	47.0	2849	7.49	['Adventure', 'Historical']	2
18177	Yowamushi Pedal: Special Ride	Comedy, Drama, Shounen, Sports	OVA	1	7.49	10737	1.0	10737	7.49	['Comedy', 'Drama', 'Shounen', 'Sports']	4
2548	Ai no Wakakusa Monogatari	Drama, Historical, Slice of Life	TV	48	7.48	3334	48.0	3334	7.48	['Drama', 'Historical', 'Slice of Life']	3
101	Air	Drama, Romance, Slice of Life, Supernatural	TV	13	7.48	188861	13.0	188861	7.48	['Drama', 'Romance', 'Slice of Life', 'Supernatural']	4
103	Akazukin Chacha	Adventure, Comedy, Fantasy, Magic, Romance, Shoujo	TV	74	7.48	7581	74.0	7581	7.48	['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']	6
15927	Carnival Phantasm: HibiChika Special	Comedy, Supernatural	Special	1	7.48	14893	1.0	14893	7.48	['Comedy', 'Supernatural']	2
3744	Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen	Drama, Historical, Kids, Romance, Samurai	Movie	1	7.48	1478	1.0	1478	7.48	['Drama', 'Historical', 'Kids', 'Romance', 'Samurai']	5
6880	Deadman Wonderland	Action, Horror, Sci-Fi	TV	12	7.48	453454	12.0	453454	7.48	['Action', 'Horror', 'Sci-Fi']	3
484	Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka	Adventure, Shounen, Supernatural	Movie	1	7.48	6442	1.0	6442	7.48	['Adventure', 'Shounen', 'Supernatural']	3
476	Ginban Kaleidoscope	Drama, Romance, Sports	TV	12	7.48	29837	12.0	29837	7.48	['Drama', 'Romance', 'Sports']	3
14811	GJ-bu	Comedy, School, Slice of Life	TV	12	7.48	83838	12.0	83838	7.48	['Comedy', 'School', 'Slice of Life']	3
242	Gokusen	Comedy, Drama, Josei, School, Slice of Life	TV	13	7.48	22009	13.0	22009	7.48	['Comedy', 'Drama', 'Josei', 'School', 'Slice of Life']	5
9931	Happy Birthday: Inochi Kagayaku Toki	Drama, Kids, Slice of Life	Movie	1	7.48	1356	1.0	1356	7.48	['Drama', 'Kids', 'Slice of Life']	3
33241	Honobono Log	Romance, Slice of Life	TV	10	7.48	9053	10.0	9053	7.48	['Romance', 'Slice of Life']	2
31499	Huyao Xiao Hongniang	Comedy, Romance	ONA	13	7.48	2696	13.0	2696	7.48	['Comedy', 'Romance']	2
9938	Ikoku Meiro no Croisée The Animation	Historical, Seinen, Slice of Life	TV	12	7.48	38652	12.0	38652	7.48	['Historical', 'Seinen', 'Slice of Life']	3
822	Initial D Extra Stage	Action, Cars, Drama, Seinen, Sports	OVA	2	7.48	15363	2.0	15363	7.48	['Action', 'Cars', 'Drama', 'Seinen', 'Sports']	5
2408	Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!	Action, Adventure, Comedy, Drama, Sci-Fi, Shounen	Movie	1	7.48	2941	1.0	2941	7.48	['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Shounen']	6
2927	Kimikiss Pure Rouge	Drama, Romance, School	TV	24	7.48	58211	24.0	58211	7.48	['Drama', 'Romance', 'School']	3
17643	Little Busters!: Sekai no Saitou wa Ore ga Mamoru!	Comedy, School, Slice of Life	OVA	1	7.48	17204	1.0	17204	7.48	['Comedy', 'School', 'Slice of Life']	3
1419	Lupin III: Kutabare! Nostradamus	Action, Adventure, Comedy, Shounen	Movie	1	7.48	4383	1.0	4383	7.48	['Action', 'Adventure', 'Comedy', 'Shounen']	4
158	Maria-sama ga Miteru	Drama, Romance, Shoujo, Shoujo Ai, Slice of Life	TV	13	7.48	33989	13.0	33989	7.48	['Drama', 'Romance', 'Shoujo', 'Shoujo Ai', 'Slice of Life']	5
1190	Prince of Tennis: A Day on Survival Mountain	Adventure, Comedy, Shounen, Sports	OVA	1	7.48	11817	1.0	11817	7.48	['Adventure', 'Comedy', 'Shounen', 'Sports']	4
23421	Re:␣Hamatora	Comedy, Mystery, Super Power	TV	12	7.48	73903	12.0	73903	7.48	['Comedy', 'Mystery', 'Super Power']	3
5984	Ristorante Paradiso	Drama, Josei, Romance, Slice of Life	TV	11	7.48	22229	11.0	22229	7.48	['Drama', 'Josei', 'Romance', 'Slice of Life']	4
10464	Seitokai no Ichizon Lv.2	Comedy, Harem, Parody, School	ONA	10	7.48	41169	10.0	41169	7.48	['Comedy', 'Harem', 'Parody', 'School']	4
10483	Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!	Action, Historical, Samurai	Special	1	7.47	4955	1.0	4955	7.47	['Action', 'Historical', 'Samurai']	3
4715	Shigofumi Special	Drama, Fantasy, Psychological, Thriller	Special	1	7.48	11797	1.0	11797	7.48	['Drama', 'Fantasy', 'Psychological', 'Thriller']	4
2978	Shin Getter Robo	Action, Adventure, Demons, Horror, Mecha, Sci-Fi, Shounen	OVA	13	7.48	4603	13.0	4603	7.48	['Action', 'Adventure', 'Demons', 'Horror', 'Mecha', 'Sci-Fi', 'Shounen']	7
8726	Soredemo Machi wa Mawatteiru	Comedy, Slice of Life	TV	12	7.48	31906	12.0	31906	7.48	['Comedy', 'Slice of Life']	2
3125	Tokimeki Tonight	Comedy, Fantasy, Romance, Shoujo, Vampire	TV	34	7.48	3057	34.0	3057	7.48	['Comedy', 'Fantasy', 'Romance', 'Shoujo', 'Vampire']	5
30641	Yankee-kun na Yamada-kun to Megane-chan to Majo	Comedy, School, Shounen	Special	1	7.48	7170	1.0	7170	7.48	['Comedy', 'School', 'Shounen']	3
24591	Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!	Comedy, Kids, Supernatural	Movie	1	7.48	1034	1.0	1034	7.48	['Comedy', 'Kids', 'Supernatural']	3
25755	Yowamushi Pedal: Re:RIDE	Drama, Shounen, Sports	Movie	1	7.48	4749	1.0	4749	7.48	['Drama', 'Shounen', 'Sports']	3
30790	Yowamushi Pedal: Re:ROAD	Drama, Shounen, Sports	Movie	1	7.48	3088	1.0	3088	7.48	['Drama', 'Shounen', 'Sports']	3
2125	Yuu☆Yuu☆Hakusho: Eizou Hakusho	Action, Adventure, Shounen, Supernatural	OVA	2	7.48	6352	2.0	6352	7.48	['Action', 'Adventure', 'Shounen', 'Supernatural']	4
763	Zoids	Action, Adventure, Comedy, Mecha, Sci-Fi	TV	67	7.48	27614	67.0	27614	7.48	['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']	5
656	Air in Summer	Comedy, Drama, Historical, Romance, Supernatural	Special	2	7.47	29514	2.0	29514	7.47	['Comedy', 'Drama', 'Historical', 'Romance', 'Supernatural']	5
2969	Appleseed Saga Ex Machina	Action, Mecha, Military, Sci-Fi	Movie	1	7.47	28365	1.0	28365	7.47	['Action', 'Mecha', 'Military', 'Sci-Fi']	4
6676	Asura Cryin&#039; 2	Action, Mecha, Supernatural	TV	13	7.47	43725	13.0	43725	7.47	['Action', 'Mecha', 'Supernatural']	3
25731	Cross Ange: Tenshi to Ryuu no Rondo	Action, Mecha, Sci-Fi	TV	25	7.47	75807	25.0	75807	7.47	['Action', 'Mecha', 'Sci-Fi']	3
23383	D-Frag! OVA	Comedy, Game, Seinen	OVA	1	7.47	28116	1.0	28116	7.47	['Comedy', 'Game', 'Seinen']	3
10531	Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio	Adventure, Comedy, Mystery, Police, Shounen	OVA	1	7.47	5369	1.0	5369	7.47	['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']	5
2656	Doraemon Movie 25: Nobita no Wan Nyan Jikuuden	Adventure, Comedy, Kids, Sci-Fi	Movie	1	7.47	1269	1.0	1269	7.47	['Adventure', 'Comedy', 'Kids', 'Sci-Fi']	4
15925	Doraemon Movie 33: Nobita no Himitsu Dougu Museum	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.47	787	1.0	787	7.47	['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']	5
20509	Fate/kaleid liner Prisma☆Illya 2wei!	Action, Comedy, Fantasy, Magic	TV	10	7.47	56859	10.0	56859	7.47	['Action', 'Comedy', 'Fantasy', 'Magic']	4
344	Futatsu no Spica	Drama, School, Sci-Fi, Supernatural	TV	20	7.47	5894	20.0	5894	7.47	['Drama', 'School', 'Sci-Fi', 'Supernatural']	4
18229	Gatchaman Crowds	Adventure, Sci-Fi	TV	12	7.47	107513	12.0	107513	7.47	['Adventure', 'Sci-Fi']	2
21039	Gatchaman Crowds Insight	Adventure, Sci-Fi	TV	12	7.47	41220	12.0	41220	7.47	['Adventure', 'Sci-Fi']	2
31324	Grisaia no Meikyuu Special	Ecchi	Special	1	7.47	16648	1.0	16648	7.47	['Ecchi']	1
4551	Hakushaku to Yousei	Adventure, Fantasy, Historical, Magic	TV	12	7.47	63915	12.0	63915	7.47	['Adventure', 'Fantasy', 'Historical', 'Magic']	4
27969	Hana to Alice: Satsujin Jiken	Drama, Mystery, Slice of Life	Movie	1	7.47	9766	1.0	9766	7.47	['Drama', 'Mystery', 'Slice of Life']	3
7337	Hetalia Axis Powers Movie: Paint it, White	Comedy, Historical, Parody	Movie	1	7.47	36986	1.0	36986	7.47	['Comedy', 'Historical', 'Parody']	3
12729	High School DxD OVA	Comedy, Demons, Ecchi, Romance, School	OVA	2	7.47	91154	2.0	91154	7.47	['Comedy', 'Demons', 'Ecchi', 'Romance', 'School']	5
20853	Hitsugi no Chaika	Action, Adventure, Comedy, Fantasy, Romance, Shounen	TV	12	7.47	164510	12.0	164510	7.47	['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']	6
666	JoJo no Kimyou na Bouken	Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire	OVA	6	7.47	24523	6.0	24523	7.47	['Adventure', 'Drama', 'Fantasy', 'Horror', 'Shounen', 'Supernatural', 'Vampire']	7
29583	Kuroko no Basket: Oshaberi Demo Shimasen ka	Comedy, School, Shounen, Sports	Special	1	7.47	8011	1.0	8011	7.47	['Comedy', 'School', 'Shounen', 'Sports']	4
633	Legend of Basara	Adventure, Drama, Romance, Shoujo	TV	13	7.47	6033	13.0	6033	7.47	['Adventure', 'Drama', 'Romance', 'Shoujo']	4
1590	Legendz: Yomigaeru Ryuuou Densetsu	Action, Adventure, Comedy, Fantasy	TV	50	7.47	1370	50.0	1370	7.47	['Action', 'Adventure', 'Comedy', 'Fantasy']	4
1439	Lupin III: Walther P-38	Action, Adventure, Comedy, Mystery, Shounen	Special	1	7.47	3134	1.0	3134	7.47	['Action', 'Adventure', 'Comedy', 'Mystery', 'Shounen']	5
10050	Macross F Music Clip Shuu: Nyankuri	Music	Music	1	7.47	3010	1.0	3010	7.47	['Music']	1
1064	Mazinkaiser	Adventure, Comedy, Mecha, Sci-Fi, Shounen	OVA	7	7.47	4681	7.0	4681	7.47	['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']	5
2488	Mei to Koneko Bus	Adventure, Fantasy	Special	1	7.47	7714	1.0	7714	7.47	['Adventure', 'Fantasy']	2
14575	Minami-ke Omatase	Comedy, Slice of Life	OVA	1	7.47	15050	1.0	15050	7.47	['Comedy', 'Slice of Life']	2
84	Mobile Suit Gundam 0083: Stardust Memory	Adventure, Drama, Mecha, Military, Sci-Fi, Space	OVA	13	7.47	20238	13.0	20238	7.47	['Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']	6
17505	Mushibugyou	Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power	TV	26	7.47	40155	26.0	40155	7.47	['Action', 'Fantasy', 'Historical', 'Martial Arts', 'Samurai', 'Shounen', 'Super Power']	7
1655	Nerima Daikon Brothers	Comedy, Music	TV	12	7.47	5374	12.0	5374	7.47	['Comedy', 'Music']	2
23673	Ookami Shoujo to Kuro Ouji	Comedy, Romance, School, Shoujo	TV	12	7.47	145439	12.0	145439	7.47	['Comedy', 'Romance', 'School', 'Shoujo']	4
21031	Precure All Stars Movie New Stage 3: Eien no Tomodachi	Kids, Magic, Shoujo	Movie	1	7.47	1570	1.0	1570	7.47	['Kids', 'Magic', 'Shoujo']	3
815	Prince of Tennis: The Two Samurai, The First Game	Action, Shounen, Sports	Movie	1	7.47	14249	1.0	14249	7.47	['Action', 'Shounen', 'Sports']	3
17137	Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou	Adventure, Drama, Fantasy, Shoujo	OVA	1	7.47	1313	1.0	1313	7.47	['Adventure', 'Drama', 'Fantasy', 'Shoujo']	4
7662	Shinrei Tantei Yakumo	Horror, Mystery, Shoujo, Supernatural	TV	13	7.47	78952	13.0	78952	7.47	['Horror', 'Mystery', 'Shoujo', 'Supernatural']	4
2942	Sketchbook: Full Color&#039;s	Comedy, Slice of Life	TV	13	7.47	17360	13.0	17360	7.47	['Comedy', 'Slice of Life']	2
1764	Slam Dunk (Movie)	Comedy, Drama, School, Shounen, Slice of Life, Sports	Movie	1	7.47	8750	1.0	8750	7.47	['Comedy', 'Drama', 'School', 'Shounen', 'Slice of Life', 'Sports']	6
1170	Slayers Special	Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural	OVA	3	7.47	12820	3.0	12820	7.47	['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']	6
1081	Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey	Action, Adventure, Drama, Sci-Fi, Seinen, Space	OVA	13	7.47	3499	13.0	3499	7.47	['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Seinen', 'Space']	6
4884	Tales of the Abyss	Adventure, Drama, Fantasy	TV	26	7.47	74901	26.0	74901	7.47	['Adventure', 'Drama', 'Fantasy']	3
3352	Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!	Action, Adventure, Comedy, Mecha, Sci-Fi	Special	1	7.47	24618	1.0	24618	7.47	['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']	5
20977	Tonari no Seki-kun OVA	Comedy, School, Seinen	OVA	1	7.47	20774	1.0	20774	7.47	['Comedy', 'School', 'Seinen']	3
5332	Toshokan Sensou: Koi no Shougai	Action, Comedy, Drama, Military, Romance	Special	1	7.47	6581	1.0	6581	7.47	['Action', 'Comedy', 'Drama', 'Military', 'Romance']	5
1744	Wagamama☆Fairy Mirumo de Pon!	Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo	TV	172	7.47	8713	172.0	8713	7.47	['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids', 'Magic', 'Romance', 'School', 'Shoujo']	9
8457	Yozakura Quartet: Hoshi no Umi	Action, Comedy, Magic, Shounen, Super Power, Supernatural	OVA	3	7.47	22065	3.0	22065	7.47	['Action', 'Comedy', 'Magic', 'Shounen', 'Super Power', 'Supernatural']	6
878	Zegapain	Action, Mecha, Romance, Sci-Fi	TV	26	7.47	20644	26.0	20644	7.47	['Action', 'Mecha', 'Romance', 'Sci-Fi']	4
4038	Zettai Karen Children	Action, Comedy, Shounen, Supernatural	TV	51	7.47	25876	51.0	25876	7.47	['Action', 'Comedy', 'Shounen', 'Supernatural']	4
31245	Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai	Romance, School	Movie	1	7.47	35058	1.0	35058	7.47	['Romance', 'School']	2
4970	Afro Samurai: Resurrection	Action, Adventure, Samurai	Movie	1	7.46	51064	1.0	51064	7.46	['Action', 'Adventure', 'Samurai']	3
1078	Cardcaptor Sakura: Leave It to Kero-chan	Comedy	Movie	1	7.46	20410	1.0	20410	7.46	['Comedy']	1
4138	Chiisana Pengin: Lolo no Bouken	Adventure, Drama, Fantasy, Kids, Slice of Life	OVA	3	7.46	1459	3.0	1459	7.46	['Adventure', 'Drama', 'Fantasy', 'Kids', 'Slice of Life']	5
5593	Dogs: Bullets &amp; Carnage	Action, Seinen	OVA	4	7.46	44826	4.0	44826	7.46	['Action', 'Seinen']	2
2665	Doraemon Movie 07: Nobita to Tetsujin Heidan	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.46	1272	1.0	1272	7.46	['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']	5
2676	Doraemon Movie 15: Nobita to Mugen Sankenshi	Adventure, Fantasy, Kids, Sci-Fi, Shounen	Movie	1	7.46	1204	1.0	1204	7.46	['Adventure', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']	5
408	Final Fantasy VII: Last Order	Action, Adventure, Drama, Fantasy, Sci-Fi	OVA	1	7.46	48041	1.0	48041	7.46	['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']	5
32696	Fukigen na Mononokean	Comedy, Supernatural	TV	13	7.46	44786	13.0	44786	7.46	['Comedy', 'Supernatural']	2
551	Grappler Baki: Saidai Tournament-hen	Action, Martial Arts, Shounen, Sports	TV	24	7.46	13584	24.0	13584	7.46	['Action', 'Martial Arts', 'Shounen', 'Sports']	4
